Text;Tweet;Class
" Reputasinya level dunia...
Strategi menggiatkan gerak laju perekonimian negara skenarionya nggak lâ€¦ https://t.co/BnSdBPwQVg";reputasi level dunia strategi giat gerak laju perekonimian negara skenario nggak l;positive
REI berarap kebijakan tax amnesty (pengampunan pajak) dapat mendorong pertumbuhan sektor properti di Indonesia. https://t.co/5vhquEltu5;rei berarap bijak taxamnesty ampun pajak dorong tumbuh sektor properti indonesia;positive
"RT @emprosay: Bu kalo kerjaan bisanya cuma ngutang dan naikin pajak kyknya ibu ga perlu repot2 jadi menteri.
Pembantu tetangga aja jago. Cuâ€¦";bu kalo kerja bisa ngutang naikin pajak kyknya ga repot menteri bantu tetangga aja jago;negative
"RT @emprosay: Horang kayah dapat liburan pajak
Horang miskin dapat kenaikan pajak.
Otak jeniusðŸ˜

#PajakPerasRakyat
#PajakPerasRakyat https:â€¦";horang kayah libur pajak horang miskin naik pajak otak jenius pajakperasrakyat pajakperasrakyat;negative
RT @emprosay: Rakyat kecil diperas pajak habis-habisan, Pengemplang Pajak di Indonesia Dapat Keringanan Sanksi dan Tak Dipidana, Enak Kan?â€¦;rakyat peras pajak habis kemplang pajak indonesia ringan sanksi pidana enak;negative
"RT @JbasantBrother: Macam jaman kerajaan nya ah pungutan nya,..ini bukan pajak nama nya tapi upeti udah..

#PajakPerasRakyat 
#PajakPerasRaâ€¦";jaman raja nya ah pungut nya pajak nama nya upeti udah pajakperasrakyat pajakperasrakyat;negative
"RT @AqsaFateeh: Penarikan Pajak yang Kontradiktif: Orang Kaya Diberi Insentif, Rakyat Kecil Dikenakan Tarif

#PajakPerasRakyat 
#PajakPerasâ€¦";tari pajak kontradiktif orang kaya insentif rakyat kena tarif pajakperasrakyat;negative
"RT @Dul67112847: Lama2 ada pajak rakyat  rebahan... 
ðŸ˜‚ðŸ˜‚
#PajakPerasRakyat
#PajakPerasRakyat";pajak rakyat rebahan pajakperasrakyat pajakperasrakyat;negative
"::
Tanda-tanda suatu negeri akan hancur apabila rakyat terus dibebani dengan berbagai pajak yang makin mencekik.
*eâ€¦ https://t.co/TtJ899FWKI";tanda negeri hancur rakyat beban pajak cekik;negative
"@Naaoolll Pajak oh pajak..

#PajakPerasRakyat
#PajakPerasRakyat";pajak oh pajak pajakperasrakyat pajakperasrakyat;negative
RT @ItjenKemenkeu: Sebagai wujud keberpihakan pemerintah pada pelaku usaha mikro dan kecil, seperti yang tertuang dalam UU HPP, UMKM yang pâ€¦;wujud pihak pemerintah laku usaha mikro tuang uuhpp umkm;positive
"Lumayan bisa nambah nambahin pemasukan buat bayar pajak...

Alhamdulillah....ðŸ˜¢ðŸ˜¢ðŸ˜¢

#PajakPerasRakyatâ€¦ https://t.co/7NadDoVtNu";lumayan nambah nambahin pasu bayar pajak alhamdulillah pajakperasrakyat;negative
Sebagai wujud keberpihakan pemerintah pada pelaku usaha mikro dan kecil, seperti yang tertuang dalam UU HPP, UMKM yâ€¦ https://t.co/2w1zbUFucQ;"Sebagai wujud keberpihakan pemerintah pada pelaku usaha mikro dan kecil, seperti yang tertuang dalam uuhpp, UMKM yang penghasilan brutonya kurang dari Rp500 juta tidak dikenai pajak

#PajakBerkeadilan";positive
"RT @Matagen3: Pak Jokowi, Pengemplang Pajak Harusnya Dieksekusi Jangan Diampuni .
      Jangan omong doang mazzz 

#PajakPerasRakyat
#Pajakâ€¦";jokowi kemplang pajak eksekusi ampun omong doang mazzz pajakperasrakyat;negative
"RT @Ch4ndu______: Mbak Sri akan Naikan pajak PPN
per tanggal 1 April 202.
#PajakPerasRakyat
#PajakPerasRakyat https://t.co/uYRhjR7GA5";mbak sri naik pajak ppn tanggal april pajakperasrakyat pajakperasrakyat;negative
"RT @_iyonk_: Keberkahan negara yang pake pajak, dimana? 
Makan minum dari harta rakyat yang dipajaki, tanpa izin syariat Allah untuk mengamâ€¦";berkah negara pake pajak mana makan minum harta rakyat pajak izin syariat allah;negative
"RT @_iyonk_: Islam mengharamkan pajak. 
Negara layak dihapus bila justru berdiri diatas pajak.

#PajakPerasRakyat 
#PajakPerasRakyat";islam haram pajak negara layak hapus diri atas pajak pajakperasrakyat pajakperasrakyat;negative
"RT @_iyonk_: Pajak juga hakelatnya menghinakan rakyat. 
Seolah rakyat cuma kontrak dinegeri ini. 
Maka siapapun yajg memakan harta pajak, hâ€¦";pajak hakekatnya hina rakyat rakyat kontrak negeri makan harta pajak;negative
"RT @_iyonk_: Sebab pajak itu adalah kedzoliman terhadap harta rakyat jelata. 
Pajak sejatinya memeras rakyat. 
Bahasa lainnya memperbudak râ€¦";pajak kedzoliman harta rakyat jelata pajak sejati peras rakyat bahasa budak;negative
@emprosay Waduh sedih sekali orang miskin , rakyat kecil  pajak dinaikin .;sedih orang miskin rakyat pajak dinaikin;negative
"RT @Cute_Tagar: @KangBahoey2 ðŸ¤¦ðŸ» utang banyak tp Pajak yang dinaikkan..

Harusnya sektor2 lain harus ditingkatkan kinerjanya.

Plus basmi koâ€¦";utang tapi pajak naik sektor tingkat kerja plus basmi;negative
"RT @athar_janvier: Rencana Pajak Sembako, Sukamta PKS: Rakyat Kecil Makin Tak Berdaya

#PajakPerasRakyat 
#PajakPerasRakyat 
https://t.co/tâ€¦";rencana pajak sembako sukamta pks rakyat kecil tak daya pajakperasrakyat pajakperasrakyat;negative
RT @Im00568047: Spt RUU Omnibus Law Cipta Kerja, RUU HPP jg berjalan mulus. Jika UU HPP diberlakukan, maka para pengemplang pajak kelas kakâ€¦;seperti ruu omnibus law cipta kerja ruuhpp juga jalan mulus uuhpp laku kemplang pajak kelas kakap;negative
"RT @Mr_Bot98: Target Pajak Makin Tinggi di 2022, Akankah Rakyat yang Jadi Korban?

Iya lah
#PajakPerasRakyat 
#PajakPerasRakyat 
https://t.â€¦";target pajak rakyat korban iya pajakperasrakyat pajakperasrakyat;negative
"#PajakPerasRakyat
... menteri keuangan hebat : membangun negara dengan modal hutang dan pajak di semua lini kehidupâ€¦ https://t.co/yelhH81Vh8";"#PajakPerasRakyat
... menteri keuangan hebat : membangun negara dengan modal hutang dan pajak di semua lini kehidupan rakyat ! kesejahteraan semakin jauh terengkuh, bung ...
#PajakPerasRakyat";negative
@atha_alfar3zi @4nd103125330 Pajak naik pd perusahaan, yg bayar produk+PAJAK ya rakyat;pajak pada usaha yang bayar produk pajak ya rakyat;negative
"RT @bento15068118: Seharusnya SDA yg kaya ini membuat rakyat menjadi sejahtera, 
Tapi kenapa harus pajak yang naik..

#PajakPerasRakyat
#Paâ€¦";sda yang kaya rakyat sejahtera pajak pajakperasrakyat;negative
"Penarikan Pajak yang Kontradiktif: Orang Kaya Diberi Insentif, Rakyat Kecil Dikenakan Tarif

#PajakPerasRakyatâ€¦ https://t.co/k6FlbAVfUA";tarif pajak kontradiktif orang kaya insentif rakyat kena tarif pajakperasrakyat;negative
"RT @AqsaFateeh: Tarif Pajak Bakal Naik hingga 12 Persen, Ekonom: Sangat Berisiko

Soal PPN yang tarifnya akan naik, sangat berisiko terhadaâ€¦";tarif pajak persen ekonom risiko ppn tarif risiko terhada;negative
"RT @PejuangKeluar15: Pajak naik, 11% per 1 Januari 2022

Orang RI tidak terbebani ? RI yang mana ? Jika ini kalangan atas kemungkinan tidakâ€¦";pajak januari orang ri beban ri kalang;negative
"Kok bisa ya,.. ?

Disisi lain pajak naik #PajakPerasRakyat 
#PajakPerasRakyat https://t.co/968yr7vbxO";ya sisi pajak pajakperasrakyat pajakperasrakyat;negative
" Bukannya evaluasi malah defensif. Mentang2 institusi negara yang gak bisa bangkrut. 

Siaâ€¦ https://t.co/iOVKPPWGC7";"Bukannya evaluasi malah defensif. Mentang2 institusi negara yang gak bisa bangkrut. 

Sialnya, bayar pajak wajib dan tetep funding institusi yang atasannya gak peduli konsumen.

Kalau ni polri perusahaan swasta harusnya udah bangkrut dari lama. Konsumen review-nya bintang satu";negative
"Pajak Naik, Tol Naik, Kerjaan Sulit
Rakyat Tercekik Bukan Basa-basi

#PajakPerasRakyat 
#PajakPerasRakyat 

https://t.co/c85XbHLRGq";pajak tol kerja sulit rakyat cekik basa-basi pajakperasrakyat;negative
"Macam jaman kerajaan nya ah pungutan nya,..ini bukan pajak nama nya tapi upeti udah..

#PajakPerasRakyat 
#PajakPerasRakyat";jaman raja pungut nya pajak nama nya upeti udah pajakperasrakyat;negative
"Boleh jadi HANCUR
Jika Tindakan dan Kebiasaa  mereka  dibiarkan 

https://t.co/t4r8PDeCrw";hancur tindak kebiasa biar;negative
"@ElkeiEl Ruwet ruwet pajak naik
Infra struktur di jual dengan swasta dengan Harga super Murah
#PajakPerasRakyat 
#PajakPerasRakyat";ruwet ruwet pajak infrastruktur jual swasta harga super murah pajakperasrakyat;negative
"Bahkan pajak lebih haram daripada harta riba.
Dan Negara sekuler lebih haram daripada pajak.
#PajakPerasRakyat #PajakPerasRakyat";pajak haram harta riba negara sekuler haram pajak pajakperasrakyat;negative
"Keberkahan negara yang pake pajak, dimana? 
Makan minum dari harta rakyat yang dipajaki, tanpa izin syariat Allah uâ€¦ https://t.co/C0H2U2GgRi";"Keberkahan negara yang pake pajak, dimana? 
Makan minum dari harta rakyat yang dipajaki, tanpa izin syariat Allah untuk mengambilnya. 
Yang dipajaki sampai sembako rakyat. 
Yang dipajaki batu dan pasir dari rakyat. 
#PajakPerasRakyat #PajakPerasRakyat";negative
"Pajak juga hakelatnya menghinakan rakyat. 
Seolah rakyat cuma kontrak dinegeri ini. 
Maka siapapun yajg memakan harâ€¦ https://t.co/ddivLz6Ufn";"Pajak juga hakekatnya menghinakan rakyat. 
Seolah rakyat cuma kontrak dinegeri ini. 
Maka siapapun yang memakan harta pajak, hakekatnya sudah mengisi perut dengan bara api neraka.
#PajakPerasRakyat #PajakPerasRakyat";negative
"Sebab pajak itu adalah kedzoliman terhadap harta rakyat jelata. 
Pajak sejatinya memeras rakyat. 
Bahasa lainnya meâ€¦ https://t.co/EuOjOGs8yS";"Sebab pajak itu adalah kedzoliman terhadap harta rakyat jelata. 
Pajak sejatinya memeras rakyat. 
Bahasa lainnya memperbudak rakyatnya. 
Pajak itu sebelas dua belas dengan istilah upeti dalam sistem kerajaan. 
#PajakPerasRakyat 
#PajakPerasRakyat";negative
"Pajak itu dicela dengan keras oleh Rasulullah saw. Bahkan dilaknat. 
Pajak itu haram besar. 

Pemerintahan yang tidâ€¦ https://t.co/MxaNuF1QgJ";"Pajak itu dicela dengan keras oleh Rasulullah saw. Bahkan dilaknat. 
Pajak itu haram besar. 

Pemerintahan yang tidak islami (kapitalisme) justru tegak dengan pajak.
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Kalo MUI gak ridho kemungkinan besar umat muslim juga gak ridho

#PajakPerasRakyat

https://t.co/zOmutUay70";kalo mui gak ridho umat muslim gak ridho pajakperasrakyat;negative
RT @ReynandZaidan: PKS menyatakan tidak sepakat dengan rencana kenaikan tarif Pajak Pertambahan Nilai (PPN) menjadi 11 persen yang berlakuâ€¦;pks tidak sepakat rencana naik tarif pajak tambah nilai ppn persen laku;negative
"RT @ShiddiqueA: Dengan ini rakyat menyatakan kami menolak kenaikan pajak 
Karena..
ðŸ‘‡

#PajakPerasRakyat 
#PajakPerasRakyat 

Rakyat kecil sâ€¦";rakyat tolak naik pajak pajakperasrakyat pajakperasrakyat rakyat susah;negative
"Pajak untuk bayar hutang. 
Hutang untuk siapa? 

#PajakPerasRakyat https://t.co/py1Nwbgh4z";pajak untuk bayar hutang hutang pajakperasrakyat;negative
" Laporkan gajinya dibawah 4.5juta biar tidak kena pajak....
#PajakPerasRakyat";lapor gaji bawah juta biar tidak kena pajak pajakperasrakyat;negative
Sungguh IRONI, Rezim Jokowi , rakyat kena pajak Tinggi, kasihan nasib nelayan,  orang kaya bebas pajak ?â€¦ https://t.co/5tKMNMqNdS;"Sungguh IRONI, Rezim Jokowi , rakyat kena pajak Tinggi, kasihan nasib nelayan,  orang kaya bebas pajak ?
#PajakPerasRakyat 
#PajakPerasRakyat";negative
"RT @J4sukE_51: Pajak Naik, Rakyat Tercekik
Sesungguhnya seorang penguasa adalah pengurus (urusan rakyatnya), dan ia bertanggung jawab terhaâ€¦";pajak rakyat cekik sungguh kuasa urus urus rakyat tanggung terha;negative
"Pajak kok mencekik rakyat, orang kaya bebas pajak?
Hatinuran nya kemana nelayan dipajak gede, yg gk mau dipajak , ""â€¦ https://t.co/QBceLB5TpW";"Pajak kok mencekik rakyat, orang kaya bebas pajak?
Hatinuran nya kemana nelayan dipajak gede, yang gak mau dipajak , ""Pandora"" malah dilindungi?
#PajakPerasRakyat 
#PajakPerasRakyat";negative
Utang menumpuk di negeri yang memiliki kekayaan alam melimpah. Tapi sayang, kekayaan alam itu tidak pernah dirasakaâ€¦ https://t.co/XmEekzv0X2;"Utang menumpuk di negeri yang memiliki kekayaan alam melimpah. Tapi sayang, kekayaan alam itu tidak pernah dirasakan oleh rakyat. Hanya dinikmati oleh para konglomerat. Saat negara sekarat, pemerintah memalak rakyat atas nama pajak.

#PajakPerasRakyat 
#PajakPerasRakyat";negative
Stlh ketahuan punya perusahaan cangkang di negara suaka pajak apakah LBP msh berani ngebacotâ€¦ https://t.co/4KtSGdO7jJ;"Setelah ketahuan punya perusahaan cangkang di negara suaka pajak apakah LBP masih berani ngebacot ""saya akan kejar WNI yang belum bayar pajak!"" #JokowiBencanaBagiRakyat";negative
@tni_ad Kita sudah masing2...TNI digaji negara...rakyat menggaji negara dengan pajak.. kalau ada musuh asing...kita sama 2 berperang...;tni gaji negara rakyat gaji negara pajak musuh asing perang;negative
bayar pajak pun tetep gabisa nambal hutang. klo mau ga pake hutang sih ya cabut aja sâ€¦ https://t.co/PqjnI720I7;bayar pajak tetep gabisa nambal hutang kalau ga pake hutang sih ya cabut aja;negative
"RT @Siajapul: #PajakPerasRakyat
#PajakPerasRakyat

Hutang Meningkat, Pajak Menjerat

Taxman - The Beatles ðŸ‘‡ðŸ‘‡ðŸ‘‡ https://t.co/wmfFRNqkYu";pajakperasrakyat pajakperasrakyat hutang tingkat pajak jerat taxman the beatles;negative
Pajak aja, apa bedanya dg zaman kumpeni? Hahahaha https://t.co/37mI8OkaPZ;pajak aja beda dengan zaman kumpeni hahahaha;negative
Sibuk ngumpulin pajak gk perduli pelaku usaha kecil atau menengah yg penting bayar pajak ntr di maling Aâ€¦ https://t.co/iqn6yptwya;"Sibuk ngumpulin pajak gak perduli pelaku usaha kecil atau menengah yang penting bayar pajak entar di maling Ama pejabat 
#PajakPerasRakyat
#PajakPerasRakyat";negative
"Pajak dipaksakan oleh negara, sementara zakat satu kewajiban (tnp paksaan) dlm syariah Islam. 

Negara memang musuhâ€¦ https://t.co/mLnkSvHqOE";"Pajak dipaksakan oleh negara, sementara zakat satu kewajiban (tanpa paksaan) dalam syariah Islam. 

Negara memang musuh semua agama. Gak percaya?.. liat noh Eropa";negative
@marlina_idha Sementara pembayar pajak.. dikuras habis2an.. #PajakPerasRakyat;bayar pajak kuras habis pajakperasrakyat;negative
"RT @_T0ean__M0eda_: Daftar Kebijakan Plinplan Jokowi, Kereta Cepat-Amnesti Pajak
#PajakPerasRakyat https://t.co/paNpsuvyJO";daftar bijak plinplan jokowi kereta cepat-amnesti pajak pajakperasrakyat;negative
"Harga barang naik, Biaya hidup naik,  Pajak Naik, Terus Rakyat Mau Makan Apa ?

#PajakPerasRakyatâ€¦ https://t.co/JDFD60X03k";harga barang biaya hidup pajak rakyat makan pajakperasrakyat;negative
"Ada yang sibuk ngumpulin pajak,
Ada juga yang sibuk maling pajak.

Dasar tikus rakus ðŸ€ https://t.co/qnrg0L0nh8";sibuk ngumpulin pajak sibuk maling pajak dasar tikus rakus;negative
" #PajakPerasRakyat
#PajakPerasRakyat

===

Rakyat dipaksa pajak tapi negara tidak maâ€¦ https://t.co/bnmIt2NGs4";"#PajakPerasRakyat
#PajakPerasRakyat

===

Rakyat dipaksa pajak tapi negara tidak mampu memberikan kesejahteraan rakyat. 

Bantu angkat.";negative
RT @baho_arkilaus: Laporan Panama dan Pandora Papers fakta dibalik oligarki Indonesia memupuk kekayaan agar lolos dari pajak negara. Merekaâ€¦;lapor panama pandora papers fakta balik oligarki indonesia pupuk kaya lolos pajak negara;negative
@KompasTV Ogah bayar pajak kalo duitnya cuma masuk kantong koruptor;ogah bayar pajak kalo duit masuk kantong koruptor;negative
"RT @heartsoka: Tanda tanda sebuah negara akan hancur adalah makin besarnya pajak yang dipungut

(Ibnu Khaldun)

#PajakPerasRakyat 
#PajakPeâ€¦";tanda tanda negara hancur besar pajak pungut ibnu khaldun pajakperasrakyat;negative
"Setiap yg lahir sudah menanggung hutang, mungkin kah setiap yg ber KTP dikenakan pajak?

https://t.co/JLqwHThxZW";yang lahir tanggung hutang kah yang ber ktp kena pajak;negative
Salah satu tujuan UU HPP adalah menciptakan keadilan dan kesetaraan, khususnya kepada masyarakat menengah-bawah, teâ€¦ https://t.co/1XUAGjVMYA;Salah satu tujuan uuhpp adalah menciptakan keadilan dan kesetaraan, khususnya kepada masyarakat menengah-bawah, termasuk UMKM. Keberpihakan ini diwujudkan melalui pembebasan PPh UMKM yang berpenghasilan bruto di bawah Rp500 juta pertahun.;positive
"Maruk amat pengemplang pajak,
jaman Pak Harto nyinyir,sekarang 
lu borong semua. https://t.co/LYpcA2N3Ep";maruk kemplang pajak jaman harto nyinyirsekarang lu borong;negative
Analis Kebijakan Publik Soroti UU Pajak Baru: Rakyat Kecil Diperas, Pengemplang Dapat Diskon!â€¦ https://t.co/juxY7sJ4OB;analis bijak publik sorot uu pajak rakyat peras kemplang diskon;negative
"Pajak Naik, Rakyat Tercekik
Sesungguhnya seorang penguasa adalah pengurus (urusan rakyatnya), dan ia bertanggung jaâ€¦ https://t.co/BoXDDCw4k5";"Pajak Naik, Rakyat Tercekik
Sesungguhnya seorang penguasa adalah pengurus (urusan rakyatnya), dan ia bertanggung jawab terhadap rakyat yang diurusnya. ”
(HR Muslim dan Ahmad)

#PajakPerasRakyat 
#PajakPerasRakyat";negative
Agresif dalam penambahan utang yang berarti kemampuan membayar pemerintah turun. Sesudah itu kita bakal lâ€¦ https://t.co/3nCQaZmuuZ;Agresif dalam penambahan utang yang berarti kemampuan membayar pemerintah turun. Sesudah itu kita bakal lihat banyak pajak bakal dinaikan.;negative
"RT @PasukanSemut7: @PanciBozz Merampok paksa rakyat dgn kemasan pajak
 Mereka para elit tak akan sadar kalau #PajakPerasRakyat  
#PajakPeraâ€¦";rampok paksa rakyat dengan kemas pajak elit sadar pajakperasrakyat;negative
"Adanya suku terasing disebabkan masyarakat gak sanggup bayar pajak &amp; dipaksa kerja paksa oleh penjajah sâ€¦ https://t.co/CfECC7kAVe";"Adanya suku terasing disebabkan masyarakat gak sanggup bayar pajak & dipaksa kerja paksa oleh penjajah sementara kehidupan susah maka mereka masuk hutan & hidup berkoloni di sana hingga sekarang. 
Miris, negara kita jadi negara yang dijajah tapi penjajahnya kita sendiri....";negative
"RT @MissKoral: Katanya mau serius kejar target pajak, lah kok beraninya sama rakyat kecil yg pajaknya receh2, yg gede2 gk berani ðŸ¤­
#PajakPeâ€¦";serius kejar target pajak berani rakyat yang pajak receh yang gede gak berani;negative
"RT @Tehtarik_mantap: @SalamDaivaJ Pengusaha pengemplang pajak dimanja rakyat diperas terus

#PajakPerasRakyat
#PajakPerasRakyat";usaha kemplang pajak manja rakyat peras pajakperasrakyat pajakperasrakyat;negative
"Pungutan pajak yg terlalu tinggi membuat para nelayan di PATI terancam tdk bs melaut
#PajakPerasRakyat
#PajakPerasRakyat";pungut pajak yang nelayan pati ancam tidak bisa laut pajakperasrakyat pajakperasrakyat;negative
"RT @MissKoral: Rakyat suruh bayar pajak, pejabat malah menggelapkan pajak... Piye toh...
#PajakPerasRakyat";rakyat suruh bayar pajak jabat gelap pajak piye pajakperasrakyat;negative
#Opini â€” Melalui kenaikan PPN, Pemerintah berharap penerimaan pajak turut naik. Namun, belum tentu untung, Pemerintâ€¦ https://t.co/tHfmvdOTUO;#Opini Melalui kenaikan PPN, Pemerintah berharap penerimaan pajak turut naik. Namun, belum tentu untung, Pemerintah bisa jadi malah buntung. Kenaikan PPN akan berdampak pada pelemahan ekonomi;positive
"Ayo orang kecil jangan pada telat bayar pajak ya, nanti program pengampunan pajak buat orang kaya bisa terkendala.

#PajakPerasRakyat";ayo orang telat bayar pajak ya program ampun pajak orang kaya kendala pajakperasrakyat;negative
